Title,Year,Certificate,Length,Genre,Rating
Fantastic Four,2005,PG-13,106,"Action, Adventure, Fantasy            ",5.7
Men in Black 3,2012,PG-13,106,"Action, Adventure, Comedy            ",6.8
Anchorman: The Legend of Ron Burgundy,2004,PG-13,94,Comedy            ,7.1
The Godfather Part III,1990,R,162,"Crime, Drama            ",7.6
Sleepy Hollow,1999,R,105,"Fantasy, Horror, Mystery            ",7.3
Man on Fire,2004,R,146,"Action, Crime, Drama            ",7.7
Madagascar,2005,PG,86,"Animation, Adventure, Comedy            ",6.9
50 First Dates,2004,PG-13,99,"Comedy, Drama, Romance            ",6.8
The Mask,1994,PG-13,101,"Action, Comedy, Crime            ",6.9
Boyhood,2014,R,165,Drama            ,7.9
Captain America: Civil War,2016,PG-13,147,"Action, Sci-Fi            ",7.8
The Theory of Everything,2014,PG-13,123,"Biography, Drama, Romance            ",7.7
Hotel Rwanda,2004,PG-13,121,"Biography, Drama, History            ",8.1
The Aviator,2004,PG-13,170,"Biography, Drama            ",7.5
TRON: Legacy,2010,PG,125,"Action, Adventure, Sci-Fi            ",6.8
Flight,2012,R,138,"Drama, Thriller            ",7.3
The Island,2005,PG-13,136,"Action, Sci-Fi, Thriller            ",6.8
Cars,2006,G,117,"Animation, Adventure, Comedy            ",7.2
Lucky Number Slevin,2006,R,110,"Crime, Drama, Thriller            ",7.7
Equilibrium,2002,R,107,"Action, Drama, Sci-Fi            ",7.3
Speed,1994,R,116,"Action, Adventure, Thriller            ",7.3
The Game,1997,R,129,"Drama, Mystery, Thriller            ",7.7
Aladdin,1992,G,90,"Animation, Adventure, Comedy            ",8.0
Meet the Parents,2000,PG-13,108,"Comedy, Romance            ",7.0
Moon,2009,R,97,"Drama, Mystery, Sci-Fi            ",7.8
Brokeback Mountain,2005,R,134,"Drama, Romance            ",7.7
The Rock,1996,R,136,"Action, Adventure, Thriller            ",7.4
The Devils Advocate,1997,R,144,"Drama, Fantasy, Mystery            ",7.5
The Lives of Others,2006,R,137,"Drama, Mystery, Thriller            ",8.4
The Simpsons Movie,2007,PG-13,87,"Animation, Adventure, Comedy            ",7.3
The Thing,1982,R,109,"Horror, Mystery, Sci-Fi            ",8.2
22 Jump Street,2014,R,112,"Action, Comedy, Crime            ",7.0
Oceans Thirteen,2007,PG-13,122,"Crime, Thriller            ",6.9
The Breakfast Club,1985,R,97,"Comedy, Drama            ",7.8
Mission: Impossible III,2006,PG-13,126,"Action, Adventure, Thriller            ",6.9
Shooter,2007,R,124,"Action, Drama, Thriller            ",7.1
National Treasure,2004,PG,131,"Action, Adventure, Mystery            ",6.9
Pineapple Express,2008,R,111,"Action, Comedy, Crime            ",6.9
Real Steel,2011,PG-13,127,"Action, Drama, Sci-Fi            ",7.1
Being John Malkovich,1999,R,113,"Comedy, Drama, Fantasy            ",7.7
Pearl Harbor,2001,PG-13,183,"Action, Drama, History            ",6.2
Maleficent,2014,PG,97,"Action, Adventure, Drama            ",6.9
The Wrestler,2008,R,109,"Drama, Sport            ",7.9
John Wick,2014,R,101,"Action, Crime, Thriller            ",7.4
The Ring,2002,PG-13,115,"Horror, Mystery            ",7.1
The Fault in Our Stars,2014,PG-13,126,"Drama, Romance            ",7.7
Vertigo,1958,PG,128,"Mystery, Romance, Thriller            ",8.3
Burn After Reading,2008,R,96,"Comedy, Crime, Drama            ",7.0
Downfall,2004,R,156,"Biography, Drama, History            ",8.2
Lord of War,2005,R,122,"Crime, Drama            ",7.6
The Mummy Returns,2001,PG-13,130,"Action, Adventure, Fantasy            ",6.4
Theres Something About Mary,1998,R,119,"Comedy, Romance            ",7.1
The Expendables 2,2012,R,103,"Action, Adventure, Thriller            ",6.6
The Interview,2014,R,112,"Action, Adventure, Comedy            ",6.5
Click,2006,PG-13,107,"Comedy, Drama, Fantasy            ",6.4
The Lego Movie,2014,PG,100,"Animation, Action, Adventure            ",7.7
Mean Girls,2004,PG-13,97,Comedy            ,7.1
Salt,2010,PG-13,100,"Action, Thriller            ",6.4
Hugo,2011,PG,126,"Adventure, Drama, Family            ",7.5
Unbreakable,2000,PG-13,106,"Drama, Mystery, Sci-Fi            ",7.3
Hitch,2005,PG-13,118,"Comedy, Romance            ",6.6
Hellboy,2004,PG-13,122,"Action, Adventure, Fantasy            ",6.8
Babel,2006,R,143,Drama            ,7.5
Les Misérables,2012,PG-13,158,"Drama, Musical, Romance            ",7.5
Ferris Buellers Day Off,1986,PG-13,103,Comedy            ,7.8
Jumper,2008,PG-13,88,"Action, Adventure, Sci-Fi            ",6.1
Serenity,2005,PG-13,119,"Action, Adventure, Sci-Fi            ",7.8
Transformers: Age of Extinction,2014,PG-13,165,"Action, Adventure, Sci-Fi            ",5.6
Deja Vu,2006,PG-13,126,"Action, Crime, Sci-Fi            ",7.1
Mission: Impossible II,2000,PG-13,123,"Action, Adventure, Thriller            ",6.1
Magnolia,1999,R,188,Drama            ,8.0
True Grit,2010,PG-13,110,"Drama, Western            ",7.6
Superman Returns,2006,PG-13,154,"Action, Adventure, Sci-Fi            ",6.1
Total Recall,1990,R,113,"Action, Adventure, Sci-Fi            ",7.5
Interview with the Vampire: The Vampire Chronicles,1994,R,123,"Drama, Fantasy, Horror            ",7.5
Jackie Brown,1997,R,154,"Crime, Drama, Thriller            ",7.5
RED,2010,PG-13,111,"Action, Comedy, Crime            ",7.0
A.I. Artificial Intelligence,2001,PG-13,146,"Drama, Sci-Fi            ",7.2
Taken 2,2012,PG-13,92,"Action, Crime, Thriller            ",6.2
3:10 to Yuma,2007,R,122,"Action, Crime, Drama            ",7.7
Moonrise Kingdom,2012,PG-13,94,"Adventure, Comedy, Drama            ",7.8
The Transporter,2002,PG-13,92,"Action, Crime, Thriller            ",6.8
The Secret Life of Walter Mitty,2013,PG,114,"Adventure, Comedy, Drama            ",7.3
Apocalypto,2006,R,139,"Action, Adventure, Drama            ",7.8
Mulholland Drive,2001,R,147,"Drama, Mystery, Thriller            ",7.9
Constantine,2005,R,121,"Action, Fantasy, Horror            ",7.0
Raging Bull,1980,R,129,"Biography, Drama, Sport            ",8.1
Monsters University,2013,G,104,"Animation, Adventure, Comedy            ",7.2
Night at the Museum,2006,PG,108,"Adventure, Comedy, Family            ",6.5
Seven Pounds,2008,PG-13,123,"Drama, Mystery, Thriller            ",7.6
The Deer Hunter,1978,R,183,"Drama, War            ",8.1
Mission: Impossible - Rogue Nation,2015,PG-13,131,"Action, Adventure, Thriller            ",7.4
Public Enemies,2009,R,140,"Action, Biography, Crime            ",7.0
Clash of the Titans,2010,PG-13,106,"Action, Adventure, Fantasy            ",5.8
Seven Samurai,1954,Not Rated,207,"Action, Drama            ",8.6
The Equalizer,2014,R,132,"Action, Crime, Thriller            ",7.2
The Bourne Legacy,2012,PG-13,135,"Action, Adventure, Thriller            ",6.6
Snow White and the Huntsman,2012,PG-13,127,"Action, Adventure, Drama            ",6.1
The Proposal,2009,PG-13,108,"Comedy, Drama, Romance            ",6.7
Eyes Wide Shut,1999,R,159,"Drama, Mystery, Thriller            ",7.5
The Book of Eli,2010,R,118,"Action, Adventure, Drama            ",6.8
Jack Reacher,2012,PG-13,130,"Action, Mystery, Thriller            ",7.0
Con Air,1997,R,115,"Action, Crime, Thriller            ",6.9
Donnie Brasco,1997,R,127,"Biography, Crime, Drama            ",7.7
300: Rise of an Empire,2014,R,102,"Action, Drama, War            ",6.2
"O Brother, Where Art Thou?",2000,PG-13,107,"Adventure, Comedy, Crime            ",7.7
As Good as It Gets,1997,PG-13,139,"Comedy, Drama, Romance            ",7.7
Moulin Rouge!,2001,PG-13,127,"Drama, Musical, Romance            ",7.6
Green Lantern,2011,PG-13,114,"Action, Adventure, Sci-Fi            ",5.5
The Hangover Part III,2013,R,100,"Comedy, Crime            ",5.8
The Blind Side,2009,PG-13,129,"Biography, Drama, Sport            ",7.6
Prince of Persia: The Sands of Time,2010,PG-13,116,"Action, Adventure, Fantasy            ",6.6
Scream,1996,R,111,"Horror, Mystery            ",7.4
The Nightmare Before Christmas,1993,PG,76,"Animation, Family, Fantasy            ",7.9
10 Things I Hate About You,1999,PG-13,97,"Comedy, Drama, Romance            ",7.3
Starship Troopers,1997,R,129,"Action, Adventure, Sci-Fi            ",7.3
Princess Mononoke,1997,PG-13,134,"Animation, Action, Adventure            ",8.3
The Twilight Saga: New Moon,2009,PG-13,130,"Adventure, Drama, Fantasy            ",4.8
Once Upon a Time in America,1984,R,229,"Crime, Drama            ",8.3
How to Train Your Dragon 2,2014,PG,102,"Animation, Action, Adventure            ",7.8
Gattaca,1997,PG-13,106,"Drama, Sci-Fi, Thriller            ",7.7
The Mist,2007,R,126,"Horror, Sci-Fi, Thriller            ",7.1
Liar Liar,1997,PG-13,86,"Comedy, Fantasy            ",6.9
North by Northwest,1959,Approved,136,"Action, Adventure, Mystery            ",8.3
Fifty Shades of Grey,2015,R,125,"Drama, Romance, Thriller            ",4.2
Jurassic Park III,2001,PG-13,92,"Action, Adventure, Sci-Fi            ",5.9
Top Gun,1986,PG,109,"Action, Drama            ",6.9
The Untouchables,1987,R,119,"Crime, Drama, Thriller            ",7.8
From Dusk Till Dawn,1996,R,108,"Action, Crime, Horror            ",7.2
Insomnia,2002,R,118,"Drama, Mystery, Thriller            ",7.2
Bridesmaids,2011,R,125,Comedy            ,6.8
Gone in 60 Seconds,2000,PG-13,118,"Action, Crime, Thriller            ",6.5
"Crouching Tiger, Hidden Dragon",2000,PG-13,120,"Action, Adventure, Drama            ",7.9
Forgetting Sarah Marshall,2008,R,111,"Comedy, Drama, Romance            ",7.1
Law Abiding Citizen,2009,R,109,"Action, Crime, Drama            ",7.4
Kingdom of Heaven,2005,R,144,"Action, Adventure, Drama            ",7.2
Ace Ventura: Pet Detective,1994,PG-13,86,Comedy            ,6.9
Neighbors,2014,R,97,Comedy            ,6.3
Zero Dark Thirty,2012,R,157,"Drama, History, Thriller            ",7.4
Chinatown,1974,R,130,"Drama, Mystery, Thriller            ",8.2
Once Upon a Time in the West,1968,PG-13,166,Western            ,8.5
Gone with the Wind,1939,Passed,238,"Drama, Romance, War            ",8.2
Batman Returns,1992,PG-13,126,"Action, Crime, Fantasy            ",7.1
To Kill a Mockingbird,1962,Approved,129,"Crime, Drama            ",8.3
The Dictator,2012,R,83,Comedy            ,6.4
Howls Moving Castle,2004,PG,119,"Animation, Adventure, Family            ",8.2
Pitch Perfect,2012,PG-13,112,"Comedy, Music, Romance            ",7.1
The Fugitive,1993,PG-13,130,"Action, Crime, Drama            ",7.8
Pretty Woman,1990,R,119,"Comedy, Romance            ",7.1
Fantastic Four: Rise of the Silver Surfer,2007,PG,92,"Action, Adventure, Fantasy            ",5.6
Fear and Loathing in Las Vegas,1998,R,118,"Adventure, Comedy, Drama            ",7.5
Step Brothers,2008,R,98,Comedy            ,6.9
John Carter,2012,PG-13,132,"Action, Adventure, Sci-Fi            ",6.6
Stardust,2007,PG-13,127,"Adventure, Family, Fantasy            ",7.6
28 Weeks Later,2007,R,100,"Horror, Sci-Fi            ",6.9
Hulk,2003,PG-13,138,"Action, Sci-Fi            ",5.6
Robin Hood,2010,PG-13,140,"Action, Adventure, Drama            ",6.6
Shrek the Third,2007,PG,93,"Animation, Adventure, Comedy            ",6.1
The A-Team,2010,PG-13,117,"Action, Adventure, Crime            ",6.7
Meet the Fockers,2004,PG-13,115,"Comedy, Romance            ",6.3
A Bugs Life,1998,G,95,"Animation, Adventure, Comedy            ",7.2
The Graduate,1967,PG,106,"Comedy, Drama, Romance            ",8.0
School of Rock,2003,PG-13,109,"Comedy, Music            ",7.2
Unknown,2011,PG-13,113,"Action, Mystery, Thriller            ",6.8
1408,2007,PG-13,104,"Fantasy, Horror, Mystery            ",6.8
Death Proof,2007,R,127,"Action, Thriller            ",7.0
The Royal Tenenbaums,2001,R,110,"Comedy, Drama            ",7.6
Apollo 13,1995,PG,140,"Adventure, Drama, History            ",7.7
Hannibal,2001,R,131,"Crime, Drama, Thriller            ",6.8
Hellboy II: The Golden Army,2008,PG-13,120,"Action, Adventure, Fantasy            ",7.0
Underworld,2003,R,121,"Action, Fantasy, Thriller            ",7.0
Phone Booth,2002,R,81,"Crime, Thriller            ",7.1
Angels & Demons,2009,PG-13,138,"Action, Mystery, Thriller            ",6.7
The Patriot,2000,R,165,"Action, Drama, History            ",7.2
Alien³,1992,R,114,"Action, Horror, Sci-Fi            ",6.4
Almost Famous,2000,R,122,"Adventure, Comedy, Drama            ",7.9
Vanilla Sky,2001,R,136,"Fantasy, Mystery, Romance            ",6.9
3 Idiots,2009,PG-13,170,"Comedy, Drama            ",8.4
Jumanji,1995,PG,104,"Adventure, Comedy, Family            ",7.1
Panic Room,2002,R,112,"Crime, Drama, Thriller            ",6.8
The Descendants,2011,R,115,"Comedy, Drama            ",7.3
Chronicle,2012,PG-13,84,"Action, Drama, Sci-Fi            ",7.0
Red Dragon,2002,R,124,"Crime, Drama, Thriller            ",7.2
Lone Survivor,2013,R,121,"Action, Biography, Drama            ",7.5
Dredd,2012,R,95,"Action, Crime, Sci-Fi            ",7.1
Fast & Furious,2009,PG-13,107,"Action, Crime, Thriller            ",6.5
The Grey,2011,R,117,"Action, Adventure, Drama            ",6.7
Notting Hill,1999,PG-13,124,"Comedy, Drama, Romance            ",7.2
Olympus Has Fallen,2013,R,119,"Action, Thriller            ",6.5
Kick-Ass 2,2013,R,103,"Action, Comedy, Crime            ",6.5
Battleship,2012,PG-13,131,"Action, Adventure, Sci-Fi            ",5.8
Insidious,2010,PG-13,103,"Horror, Mystery, Thriller            ",6.8
Total Recall,2012,PG-13,118,"Action, Adventure, Sci-Fi            ",6.2
About Time,2013,R,123,"Comedy, Drama, Fantasy            ",7.8
Zoolander,2001,PG-13,90,Comedy            ,6.5
Contact,1997,PG,150,"Drama, Mystery, Sci-Fi            ",7.5
Non-Stop,2014,PG-13,106,"Action, Mystery, Thriller            ",6.9
Road to Perdition,2002,R,117,"Crime, Drama, Thriller            ",7.7
American Pie 2,2001,R,108,Comedy            ,6.4
Office Space,1999,R,89,Comedy            ,7.6
Noah,2014,PG-13,138,"Action, Adventure, Drama            ",5.8
The Adjustment Bureau,2011,PG-13,106,"Crime, Mystery, Romance            ",7.0
Home Alone 2: Lost in New York,1992,PG,120,"Adventure, Comedy, Crime            ",6.9
Changeling,2008,R,141,"Biography, Crime, Drama            ",7.8
GoldenEye,1995,PG-13,130,"Action, Adventure, Thriller            ",7.2
Dark Shadows,2012,PG-13,113,"Comedy, Fantasy, Horror            ",6.2
Resident Evil,2002,R,100,"Action, Horror, Sci-Fi            ",6.6
Vicky Cristina Barcelona,2008,PG-13,96,"Comedy, Drama, Romance            ",7.1
Blow,2001,R,124,"Biography, Crime, Drama            ",7.5
The Boondock Saints,1999,R,108,"Action, Crime, Thriller            ",7.7
Sucker Punch,2011,PG-13,110,"Action, Adventure, Fantasy            ",6.0
Lincoln,2012,PG-13,150,"Biography, Drama, History            ",7.3
Crank,2006,R,88,"Action, Crime, Thriller            ",6.9
Van Helsing,2004,PG-13,131,"Action, Adventure, Fantasy            ",6.1
Role Models,2008,R,99,Comedy            ,6.8
I Am Number Four,2011,PG-13,111,"Action, Adventure, Sci-Fi            ",6.1
RocknRolla,2008,R,114,"Action, Crime, Thriller            ",7.2
Dawn of the Dead,2004,R,101,"Action, Horror            ",7.3
Scent of a Woman,1992,R,156,Drama            ,8.0
Pitch Black,2000,R,109,"Action, Horror, Sci-Fi            ",7.0
Ice Age: The Meltdown,2006,PG,91,"Animation, Adventure, Comedy            ",6.8
The Village,2004,PG-13,108,"Drama, Mystery, Thriller            ",6.6
Sicario,2015,R,121,"Action, Crime, Drama            ",7.7
Pride & Prejudice,2005,PG,129,"Drama, Romance            ",7.8
Gone Baby Gone,2007,R,114,"Crime, Drama, Mystery            ",7.6
Atonement,2007,R,123,"Drama, Mystery, Romance            ",7.8
Annie Hall,1977,PG,93,"Comedy, Romance            ",8.0
Lawrence of Arabia,1962,Approved,218,"Adventure, Biography, Drama            ",8.3
Paul,2011,R,104,"Adventure, Comedy, Sci-Fi            ",6.9
Thank You for Smoking,2005,R,92,"Comedy, Drama            ",7.5
2 Fast 2 Furious,2003,PG-13,107,"Action, Crime, Thriller            ",5.9
Spotlight,2015,R,129,"Biography, Crime, Drama            ",8.1
21,2008,PG-13,123,"Crime, Drama, Thriller            ",6.8
Blade,1998,R,120,"Action, Horror, Sci-Fi            ",7.1
The Fountain,2006,PG-13,97,"Drama, Mystery, Romance            ",7.2
Lethal Weapon,1987,R,109,"Action, Crime, Thriller            ",7.6
Batman Forever,1995,PG-13,121,"Action, Adventure            ",5.4
Perfume: The Story of a Murderer,2006,R,147,"Crime, Drama, Fantasy            ",7.5
Don Jon,2013,R,90,"Comedy, Drama, Romance            ",6.5
True Lies,1994,R,141,"Action, Comedy, Thriller            ",7.3
Sunshine,2007,R,107,"Sci-Fi, Thriller            ",7.2
The Artist,2011,PG-13,100,"Comedy, Drama, Romance            ",7.9
Jerry Maguire,1996,R,139,"Comedy, Drama, Romance            ",7.3
The Reader,2008,R,124,"Drama, Mystery, Romance            ",7.6
Batman & Robin,1997,PG-13,125,"Action, Sci-Fi            ",3.8
21 Grams,2003,R,124,"Crime, Drama, Thriller            ",7.6
The Other Guys,2010,PG-13,107,"Action, Comedy, Crime            ",6.6
Eastern Promises,2007,R,100,"Crime, Drama, Thriller            ",7.6
Beetlejuice,1988,PG,92,"Comedy, Fantasy            ",7.5
Boogie Nights,1997,R,155,Drama            ,7.9
Enemy at the Gates,2001,R,131,"Action, Drama, War            ",7.5
The Ides of March,2011,R,101,"Drama, Thriller            ",7.1
Walk the Line,2005,PG-13,136,"Biography, Drama, Music            ",7.8
Corpse Bride,2005,PG,77,"Animation, Drama, Family            ",7.4
Saw II,2005,R,93,"Horror, Mystery            ",6.6
Enemy of the State,1998,R,132,"Action, Thriller            ",7.3
Garden State,2004,R,102,"Comedy, Drama, Romance            ",7.4
Terminator Genisys,2015,PG-13,126,"Action, Adventure, Sci-Fi            ",6.3
Rush Hour,1998,PG-13,98,"Action, Comedy, Crime            ",7.0
Scary Movie,2000,R,88,Comedy            ,6.3
The Place Beyond the Pines,2012,R,140,"Crime, Drama, Thriller            ",7.3
Disturbia,2007,PG-13,105,"Crime, Drama, Mystery            ",6.8
Stranger Than Fiction,2006,PG-13,113,"Comedy, Drama, Fantasy            ",7.5
Knowing,2009,PG-13,121,"Action, Mystery, Sci-Fi            ",6.2
8 Mile,2002,R,110,"Drama, Music            ",7.2
The Blair Witch Project,1999,R,81,"Horror, Mystery            ",6.5
A History of Violence,2005,R,96,"Action, Crime, Drama            ",7.4
Dances with Wolves,1990,PG-13,181,"Adventure, Drama, Western            ",8.0
"Me, Myself & Irene",2000,R,116,Comedy            ,6.6
Seven Psychopaths,2012,R,110,"Comedy, Crime            ",7.1
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,115,"Adventure, Drama, Fantasy            ",5.5
Old School,2003,R,88,Comedy            ,7.0
The Worlds End,2013,R,109,"Action, Comedy, Sci-Fi            ",6.9
